Row number	Mongo ID	Author	Topic	Stance	Intended Fallacy	Voted Fallacy	Number of Votes	Text
485	1618bb7a6ad1712e	5a95f2363e6767a8	Should the fight versus the Islamic State include military operations?	contra	Appeal to Emotion	Appeal to Emotion	14	So many people did already die, so much harm was already done. So many people did already lose their relatives. Not more of this.
486	5cc86613516e490a	c9245e9b4cb98c28	Should we allow animal testing for medical purposes?	pro	No Fallacy	-	0	Animal lives are less important than human lives
487	fb5c69e5aa45287e	08584a18308caa3b	Is the grading system used in high school effective?	pro	Hasty Generalization	-	1	The grading system works because all the kids from this country use it.
488	f999b4e689121833	ea09ae9cc6768c50	Are single sex schools more effective than co-ed schools?	contra	Appeal to Emotion	-	2	It is healthier to have co-ed schools as they spread harmony.
489	555449e52dd9fe16	2532122486a591e8	Should we allow animal testing for medical purposes?	contra	No Fallacy	-	2	It is against moral principles to torture or kill animals who feel pain.
490	3b728a7c0bacfd4d	36f2a9a2b24362b9	Are humans to blame for certain animal extinctions?	pro	Appeal to Emotion	-	0	Yes because they are selfish.
491	4775abe3b4113591	cc1eee636691c425	Should non-European immigrans in Europe be accepted?	contra	Appeal to Emotion	-	1	We must keep Europe safe - these people are mostly muslim terrorist and they're going to overtake our country if we let them in!
492	1e5d17a93a5c7feb	509ff77015ce8e2c	Should Christians accept same sex marriage?	pro	Ad Hominem	-	2	Why would anyone think that? Bestiality is already a crime. You don't need to go there.
493	c138d6ce07f66b49	3f4339e14df7d077	Does school detention do any good in high school?	pro	No Fallacy	No Fallacy	10	Yes, if someone is bad at school or has some misbehavior, additional time in school could help him to catch up for lost time.
494	34ce480f5bd77a96	e11a3962d5de1cde	Is veganism the best for our bodies?	contra	Ad Hominem	-	1	I guess you are vegan. You can see what it makes out of people...
495	0a6601d8ca3930b1	70b71e41cbf31e2a		pro	No Fallacy	-	0	You should be able to censor media.
496	b6cadceb53e0855d	147ad31215fd5511	Do celebrities get away with more crime than non-celebreties?	pro	No Fallacy	Appeal to Emotion	14	Celebrities are poor, isolated, suffering human beings.
497	1f98b8c074d9f869	5f5cc58869c9b2c2	Should cellphones be used during class?	contra	Red Herring	-	1	Cell phones shouldn't be used in class. Students need to make sure they're getting to and from school on time.
498	586052dff034cd8f	5138d6611949b04d	Should non-European immigrans in Europe be accepted?	pro	Ad Hominem	-	0	What is an immigran? A good gran. Anyone who says otherwise is a bad person.
499	7b06a4d1f093d06b	44a77adabe1b2c2e	Should countries adopt heavier penalties for drug use and drug trafficking?	contra	Irrelevant Authority	Irrelevant Authority	3	I should know, because I know a lot of people that do drugs and they don't deserve stiffer penalties.
500	af5c68b5413fffda	94cb74b6db3721ac	Should we allow animal testing for medical purposes?	pro	Red Herring	No Fallacy	5	It will help keep the animal population down!
501	7816aa69b52c80d0	f169f153af96e1d5	Has television destroyed the communication among friends and family?	pro	Appeal to Emotion	-	2	I respected my parents instead of watching tv, i talked to them. My children dont talk to me, that is so sad.
502	6d195c51aa54d73a	08584a18308caa3b	Is the grading system used in high school effective?	pro	Irrelevant Authority	Irrelevant Authority	3	The grading system works perfectly because my brother said his teacher told him so.
503	f9e4745c0c7b34b7	1ea4a124def6fbe5	Should economical growth always be the ultimate goal of every country?	pro	Red Herring	-	0	Economical growth results in many people having access to better products. Better products make people happier.
504	33190b92cbaed7ed	746e8956e70d2e67	Should driving under the influence of alcohol be forbidden?	pro	Irrelevant Authority	No Fallacy	3	No one should ever drive while under the influence of alchol or anything else that would alter their driving ability.
505	9e090f975141a1d4	cc1eee636691c425	Should animals have special rights?	contra	Hasty Generalization	-	1	An Insect does not need any rights.
506	3a433f6698e01fe7	08584a18308caa3b	Is Neuer the best goalkeeper of the Soccer World Cup 2014?	pro	Hasty Generalization	-	1	Neuer was the best goalkeeper at the World Cup therefore he is the best goalkeeper of all time.
507	311e8ec9f5185967	cc1eee636691c425	Should countries disallow people coming from Ebola infected countries to enter?	pro	Appeal to Emotion	-	2	Me and my family have been living a peaceful life, so far. Everything is fine. I dont want sick black people to come and ruin my idyll.
508	00e536dad1a0552b	bbc9da056b6a9234	Is it reasonable to be in talks with Baschar al-Assad?	contra	Appeal to Emotion	-	0	No, look at all the horrible things he is responsible for! You should not talk with such terrible persons.
509	e47c7c4daa1e097c	615715c8829db802	Is veganism the best for our bodies?	pro	Appeal to Emotion	Appeal to Emotion	9	Yes, because only veganism prevents cruel slaughter or exploitation of innocent animals.
510	ade7eca22d3943d9	524fbd6969e097de	Should smoking at home be illegal?	contra	Ad Hominem	-	0	Because it brings health problems for my kids
511	6cc5cd1098b118d0	ea09ae9cc6768c50	Should non-European immigrans in Europe be accepted?	contra	No Fallacy	-	2	They are a menace to our society.
512	28a3b059deb45978	d8be90dc089116e0	Should Germany deport criminal refugees?	contra	Red Herring	-	1	Why should the criminals become a danger to someone else's society?
513	8d20d33a4d61a2f5	74ab9166796523f1	Are humans to blame for certain animal extinctions?	pro	Irrelevant Authority	-	2	Yeah but according to most scientists, there are animals going extinct in Brazil that we don't even know about. How could we put all animals in the zoo that we don't even know about.
514	9399a73d4e8ce0e1	d87e1db64a396e0e	Is drug testing athletes justified?	contra	Red Herring	No Fallacy	11	No,  general suspicion is bad. Many bikers did never cheat with drugs.
515	cd67f551529f2cf6	cc1eee636691c425	Is Turkey ready to join the European Union?	contra	Irrelevant Authority	Irrelevant Authority	6	Putin does not like Turkey, because they shot a russian jet. We should listen to Putin.
516	e3c38efb5928f54d	a8b6933302099f54	Is television an effective tool in building the minds of children?	contra	Hasty Generalization	Hasty Generalization	6	All TV-Shows are bad. Look at "the bachelor". Children cannot learn from it.
517	1b594d17fde9cfc0	d5264266e24d1db0	Should cellphones be used during class?	pro	Appeal to Emotion	-	1	What if somebodys mother dies and the student is in class. Why can he not answer his phone? How can you be so heartless?
518	40c0662888dbd58b	3f4339e14df7d077	Do social networking sites have a positive impact on society?	pro	Hasty Generalization	Hasty Generalization	5	Facebook made my son more popular in school. He started communicating with others in front of the PC first, and later in school. It worked for him. It will work for all others as well.
519	7b4ba07c1605a263	d6189aaf089261cd	Is Apple the new Microsoft?	pro	Irrelevant Authority	-	0	Apple must be good in making computers, like Microsoft has been in the past, because nowadays I see more and more students using Apple hardware at the computer science department!
520	1673bb2310a9f715	f725bd6af5949b46	Should the title of a univsersity-doctor be shown on the identification-card?	pro	Ad Hominem	Ad Hominem	3	Why do you want a university-doctor's title to be shown on their identification-card? You must be one yourself, you egotistic prick ! Does it make you feel respected that we all know your little title?
521	95a2eb9703dabcb0	74ab9166796523f1	Is Apple the new Microsoft?	pro	Ad Hominem	-	1	I guess there are 10 times as many yuppies as average users?
522	6bd0d2133fccad36	daa7cf78137c04a2	Is drug testing athletes justified?	contra	Ad Hominem	-	0	we see that you never practice sport!
523	30ddd08d543477cf	4991124a65f43eb5	Heavy Metal is the best music ever!	pro	No Fallacy	Appeal to Emotion	4	Heavy Metal is most definetely the best music ever!
524	814996f87c6c496a	b5d9b8b993b4de17	Is democracy the best system available?	pro	Irrelevant Authority	-	1	I know a few people in countries that are not democratic and they are all oppressed and miserable. They say those systems don;t work at all.
525	af9a7aa231bd03ca	5a95f2363e6767a8	Should smoking at home be illegal?	contra	Appeal to Emotion	Appeal to Emotion	7	No, dont take awa our freeom. That is what william wallace fought for. So many people died and shed tears for freedom, now you want to throw it away?
526	8716e59a5107fa25	cc1eee636691c425	Are single sex schools more effective than co-ed schools?	pro	Hasty Generalization	-	2	Singe sex toilets have shown to work well for society. Therefore single sex schools are also better than co-ed ones.
527	6d1d88055c7dd5d6	5a95f2363e6767a8	Is the oppression of women by men a serious problem?	contra	Hasty Generalization	Hasty Generalization	8	No, in my neihgbourhod no women is getting oppressed. Therefore it is no problem.
528	e57785733810fdd2	a8b6933302099f54	Is the Deutsche Post-strike justified?	contra	Appeal to Emotion	Appeal to Emotion	8	The deutsche post-strike is bad for my children. Now they wont get a present for christmas. Why do they do this?
529	1467a70cf52ad830	cc1eee636691c425	Is tupac the most influential rapper in history?	contra	Irrelevant Authority	Irrelevant Authority	6	Ask a guy on the street, he will tell you the same.
530	43f877ade34e8b95	5c858dff57ca2df5	Is it reasonable to be in talks with Baschar al-Assad?	contra	Appeal to Emotion	-	2	Aren't you patriotic? If America wants to see him gone, isn't getting rid of him the right thing to do?
531	3d37ae5c70339fcf	29ec0e8906705e1d	Has television destroyed the communication among friends and family?	pro	Appeal to Emotion	-	0	It makes my heart break when I see children sitting home alone on the couch today watching Spongebob. My mother spent time with me when I was young!
532	37f386def85ad16e	8d9d122348e553ae	Should high schools provide daycare services for students who have children?	pro	Hasty Generalization	Red Herring	3	We should worry about what benefits society in a whole than just one group of people.
533	bdd62d7935500d02	02146510645f6222	Are humans to blame for certain animal extinctions?	pro	No Fallacy	-	0	just a test arg
534	f0d8fd58d5608eda	6d22d5499769d9d4	Is Microsoft the new Apple?	pro	Red Herring	-	1	Not at all. Steve jobs and Steve Ballmer are good business people.
535	0b76ec8355b07c33	5a95f2363e6767a8	Will flying cars ever become a reality?	pro	Appeal to Emotion	-	2	Flying like a bird has always been the dream of most humans. If we keep our eyes in the sky, we can reach everything, including flying cars.
536	67569ffe835ccb93	f3a4cc4c49e1bc6b	Is Apple the new Microsoft?	contra	Irrelevant Authority	Red Herring	3	Motorola is the most inovative
537	cf574d9df37f8628	940b622f2bd8bae4	Is Microsoft the new Apple?	pro	Ad Hominem	-	0	Yes. People who disagree with this statement are obviously brainwashed by Apple and can not argue objectively.
538	13ed62a72b9e511a	45cef8470b158757	Do celebrities get away with more crime than non-celebreties?	contra	No Fallacy	Red Herring	4	Celebrities may not get off easy.
539	255a5590316f493d	c9245e9b4cb98c28	Should we allow animal testing for medical purposes?	pro	No Fallacy	-	1	Testing animals should be approved.
540	66fb4ad7bb02ae9a	a4e787beb318beb2	Should economical growth always be the ultimate goal of every country?	pro	Irrelevant Authority	-	2	Did you read the Book from Jordan Belfort or watch his movie wolf of wallstreet? Money is everything. Economical growth means more money.
541	e88c5af84af43eb0	10b00c895c4783fc	Does school detention do any good in high school?	pro	Appeal to Emotion	-	2	It helps lower the chances of students not following directions.
542	3dce197b0ddd47e3	ff16d5d8026ce483	Is Apple's Swift the new star?	contra	Red Herring	-	1	No too many followers will clone it because they have no mind of their own and want quick money.
543	2820b4c6f5db9ffe	3f4339e14df7d077	Is the Deutsche Post-strike justified?	contra	Hasty Generalization	Hasty Generalization	5	Remember the deutsche bahn-strike?  It was useless. Strikes are useless.
